,year,latitude,longitude,precipitation_winter,precipitation_summer,precipitation_annual,volwater_winter,volwater_spring,volwater_summer,volwater_fall
363,1998,37.60519,-110.0393,,,,0.1216105,0.07188475,0.05407606,0.100581
364,1998,37.60519,-110.0393,5.19,5.69,5.57,,,,
365,1998,37.60519,-110.0393,5.19,5.69,5.57,,,,
366,1998,37.60519,-110.0393,5.19,5.69,5.57,,,,
367,1998,37.60519,-110.0393,5.19,5.69,5.57,,,,
368,1998,37.60519,-110.0393,5.19,5.69,5.69,,,,
369,1998,37.60519,-110.0393,5.19,5.69,5.69,,,,
370,1998,37.60519,-110.0393,5.19,5.69,5.69,,,,
371,1998,37.60519,-110.0393,5.19,5.69,5.69,,,,
372,1998,37.60519,-110.0393,5.19,5.69,11.95,,,,
373,1998,37.60519,-110.0393,5.19,5.69,11.95,,,,
374,1998,37.60519,-110.0393,5.19,5.69,11.95,,,,
375,1998,37.60519,-110.0393,5.19,5.69,11.95,,,,
376,1998,37.60519,-110.0393,5.19,5.69,5.19,,,,
377,1998,37.60519,-110.0393,5.19,5.69,5.19,,,,
378,1998,37.60519,-110.0393,5.19,5.69,5.19,,,,
379,1998,37.60519,-110.0393,5.19,5.69,5.19,,,,
380,1999,37.60519,-110.0393,,,,0.1048034,0.06774683,0.0679592,0.05326925
381,1999,37.60519,-110.0393,2.66,14.56,7.29,,,,
382,2000,37.60519,-110.0393,,,,0.09022005,0.08486698,0.051166,0.09501139
383,2000,37.60519,-110.0393,5.1,4.78,9.68,,,,
384,2001,37.60519,-110.0393,,,,0.1084755,0.08201464,0.05587761,0.05481461
385,2001,37.60519,-110.0393,6.24,8.13,,,,,
386,2002,37.60519,-110.0393,,,,0.08752921,0.05148969,0.05027159,0.0873369
387,2002,37.60519,-110.0393,2.21,3.0,2.21,,,,
388,2003,37.60519,-110.0393,,,,0.0750612,0.08136102,0.05271506,0.0888806
389,2003,37.60519,-110.0393,5.99,5.4,,,,,
390,2004,37.60519,-110.0393,,,,0.127018,0.0766662,0.0508355,0.1148564
391,2004,37.60519,-110.0393,6.1,2.76,16.59,,,,
392,2005,37.60519,-110.0393,,,,0.1475493,0.07470696,0.05723701,0.08211942
393,2005,37.60519,-110.0393,13.1,8.14,8.14,,,,
394,2006,37.60519,-110.0393,,,,0.05756071,0.08664408,0.0529317,0.1064547
395,2006,37.60519,-110.0393,1.83,7.13,1.83,,,,
396,2007,37.60519,-110.0393,,,,0.06329166,0.0557834,0.05464534,0.07737104
397,2007,37.60519,-110.0393,3.39,7.59,,,,,
398,2008,37.60519,-110.0393,,,,0.1382098,0.07715478,0.05506995,0.05909728
399,2008,37.60519,-110.0393,13.12,6.65,2.89,,,,
400,2008,37.60519,-110.0393,13.12,6.65,2.89,,,,
401,2008,37.60519,-110.0393,13.12,6.65,3.96,,,,
402,2008,37.60519,-110.0393,13.12,6.65,3.96,,,,
403,2009,37.60519,-110.0393,,,,0.1347763,0.06936045,0.05081031,0.05910222
404,2009,37.60519,-110.0393,5.99,2.48,2.48,,,,
405,2010,37.60519,-110.0393,,,,0.07797212,0.08514409,0.06269054,0.07625088
406,2010,37.60519,-110.0393,12.04,9.85,,,,,
407,2011,37.60519,-110.0393,,,,0.1108493,0.07200046,0.05182391,0.07754712
408,2011,37.60519,-110.0393,5.5,5.66,5.5,,,,
409,2012,37.60519,-110.0393,,,,0.1148842,0.06459668,0.05670833,0.06144119
410,2012,37.60519,-110.0393,5.47,6.7,2.0,,,,
411,2013,37.60519,-110.0393,,,,0.1128668,0.06286998,0.05689845,0.0983671
412,2013,37.60519,-110.0393,7.25,7.91,3.38,,,,
413,2013,37.60519,-110.0393,7.25,7.91,3.38,,,,
414,2013,37.60519,-110.0393,7.25,7.91,7.91,,,,
415,2013,37.60519,-110.0393,7.25,7.91,7.91,,,,
416,2014,37.60519,-110.0393,,,,0.1060695,0.06005862,0.05566373,0.08209245
417,2014,37.60519,-110.0393,3.92,6.9,,,,,
418,2015,37.60519,-110.0393,,,,0.1125987,0.07728147,0.06329413,0.1091203
419,2015,37.60519,-110.0393,7.25,13.03,7.25,,,,
420,2016,37.60519,-110.0393,,,,0.1058033,0.06895517,0.05604789,0.06106101
421,2016,37.60519,-110.0393,6.89,6.91,5.4,,,,
422,2016,37.60519,-110.0393,6.89,6.91,5.4,,,,
423,2016,37.60519,-110.0393,6.89,6.91,5.4,,,,
424,2016,37.60519,-110.0393,6.89,6.91,6.91,,,,
425,2016,37.60519,-110.0393,6.89,6.91,6.91,,,,
426,2016,37.60519,-110.0393,6.89,6.91,6.91,,,,
427,2016,37.60519,-110.0393,6.89,6.91,4.94,,,,
428,2016,37.60519,-110.0393,6.89,6.91,4.94,,,,
429,2016,37.60519,-110.0393,6.89,6.91,4.94,,,,
430,2017,37.60519,-110.0393,,,,0.1356089,0.06597904,0.05308739,0.05417661
431,2017,37.60519,-110.0393,9.64,6.1,9.64,,,,
432,2018,37.60519,-110.0393,,,,0.05924789,0.05279745,0.05169639,0.09312027
433,2018,37.60519,-110.0393,2.67,4.48,4.48,,,,
434,2018,37.60519,-110.0393,2.67,4.48,4.48,,,,
435,2018,37.60519,-110.0393,2.67,4.48,2.92,,,,
436,2018,37.60519,-110.0393,2.67,4.48,2.92,,,,
437,1980,37.60545,-110.0389,13.79,2.69,,0.1416148,0.09899814,0.05426584,0.07044463
438,1981,37.60545,-110.0389,2.25,9.39,9.39,0.06620286,0.0768712,0.05558249,0.1086388
439,1981,37.60545,-110.0389,2.25,9.39,9.39,0.06620286,0.0768712,0.05558249,0.1086388
440,1981,37.60545,-110.0389,2.25,9.39,9.39,0.06620286,0.0768712,0.05558249,0.1086388
441,1981,37.60545,-110.0389,2.25,9.39,11.75,0.06620286,0.0768712,0.05558249,0.1086388
442,1981,37.60545,-110.0389,2.25,9.39,11.75,0.06620286,0.0768712,0.05558249,0.1086388
443,1981,37.60545,-110.0389,2.25,9.39,11.75,0.06620286,0.0768712,0.05558249,0.1086388
444,1981,37.60545,-110.0389,2.25,9.39,2.25,0.06620286,0.0768712,0.05558249,0.1086388
445,1981,37.60545,-110.0389,2.25,9.39,2.25,0.06620286,0.0768712,0.05558249,0.1086388
446,1981,37.60545,-110.0389,2.25,9.39,2.25,0.06620286,0.0768712,0.05558249,0.1086388
447,1982,37.60545,-110.0389,4.12,9.5,,0.1182267,0.07801672,0.06037222,0.09015444
448,1983,37.60545,-110.0389,7.09,10.22,10.8,0.153997,0.1088835,0.05809431,0.09584875
449,1984,37.60545,-110.0389,4.77,9.49,,0.1362714,0.08048696,0.0564659,0.0947134
450,1985,37.60545,-110.0389,7.66,4.81,4.81,0.1351807,0.1107614,0.05686273,0.1212163
451,1985,37.60545,-110.0389,7.66,4.81,4.81,0.1351807,0.1107614,0.05686273,0.1212163
452,1985,37.60545,-110.0389,7.66,4.81,16.19,0.1351807,0.1107614,0.05686273,0.1212163
453,1985,37.60545,-110.0389,7.66,4.81,16.19,0.1351807,0.1107614,0.05686273,0.1212163
454,1986,37.60545,-110.0389,2.19,9.85,,0.1190656,0.0687352,0.05818676,0.1267419
455,1987,37.60545,-110.0389,6.03,11.04,6.14,0.1377674,0.0958441,0.0648483,0.0986223
456,1988,37.60545,-110.0389,5.44,7.98,,0.1219787,0.08602678,0.05519813,0.06520467
457,1989,37.60545,-110.0389,5.13,6.69,5.13,0.06445446,0.07230639,0.05723336,0.05386959
458,1989,37.60545,-110.0389,5.13,6.69,5.13,0.06445446,0.07230639,0.05723336,0.05386959
459,1989,37.60545,-110.0389,5.13,6.69,5.13,0.06445446,0.07230639,0.05723336,0.05386959
460,1989,37.60545,-110.0389,5.13,6.69,1.81,0.06445446,0.07230639,0.05723336,0.05386959
461,1989,37.60545,-110.0389,5.13,6.69,1.81,0.06445446,0.07230639,0.05723336,0.05386959
462,1989,37.60545,-110.0389,5.13,6.69,1.81,0.06445446,0.07230639,0.05723336,0.05386959
463,1989,37.60545,-110.0389,5.13,6.69,6.69,0.06445446,0.07230639,0.05723336,0.05386959
464,1989,37.60545,-110.0389,5.13,6.69,6.69,0.06445446,0.07230639,0.05723336,0.05386959
465,1989,37.60545,-110.0389,5.13,6.69,6.69,0.06445446,0.07230639,0.05723336,0.05386959
466,1990,37.60545,-110.0389,3.52,5.41,,0.05733071,0.05917402,0.0543822,0.1026554
467,1991,37.60545,-110.0389,4.85,6.39,4.79,0.1026899,0.09628716,0.05475668,0.09217138
468,1992,37.60545,-110.0389,6.39,5.95,,0.1207801,0.0956497,0.05483838,0.08067558
469,1993,37.60545,-110.0389,13.81,5.55,5.55,0.1287231,0.0951002,0.05622026,0.09700128
470,1993,37.60545,-110.0389,13.81,5.55,5.55,0.1287231,0.0951002,0.05622026,0.09700128
471,1993,37.60545,-110.0389,13.81,5.55,5.55,0.1287231,0.0951002,0.05622026,0.09700128
472,1993,37.60545,-110.0389,13.81,5.55,6.76,0.1287231,0.0951002,0.05622026,0.09700128
473,1993,37.60545,-110.0389,13.81,5.55,6.76,0.1287231,0.0951002,0.05622026,0.09700128
474,1993,37.60545,-110.0389,13.81,5.55,6.76,0.1287231,0.0951002,0.05622026,0.09700128
475,1993,37.60545,-110.0389,13.81,5.55,13.81,0.1287231,0.0951002,0.05622026,0.09700128
476,1993,37.60545,-110.0389,13.81,5.55,13.81,0.1287231,0.0951002,0.05622026,0.09700128
477,1993,37.60545,-110.0389,13.81,5.55,13.81,0.1287231,0.0951002,0.05622026,0.09700128
478,1994,37.60545,-110.0389,3.23,2.56,,0.08934595,0.06385552,0.05288093,0.07991293
479,1995,37.60545,-110.0389,7.22,6.76,12.48,0.1472694,0.08828443,0.05517308,0.05532114
480,1996,37.60545,-110.0389,2.93,4.72,,0.06229706,0.0552515,0.05392313,0.1128918
481,1997,37.60545,-110.0389,8.04,9.18,8.04,0.1522864,0.0883785,0.06523311,0.09443285
482,1997,37.60545,-110.0389,8.04,9.18,8.04,0.1522864,0.0883785,0.06523311,0.09443285
483,1997,37.60545,-110.0389,8.04,9.18,8.04,0.1522864,0.0883785,0.06523311,0.09443285
484,1997,37.60545,-110.0389,8.04,9.18,11.2,0.1522864,0.0883785,0.06523311,0.09443285
485,1997,37.60545,-110.0389,8.04,9.18,11.2,0.1522864,0.0883785,0.06523311,0.09443285
486,1997,37.60545,-110.0389,8.04,9.18,11.2,0.1522864,0.0883785,0.06523311,0.09443285
487,1997,37.60545,-110.0389,8.04,9.18,9.18,0.1522864,0.0883785,0.06523311,0.09443285
488,1997,37.60545,-110.0389,8.04,9.18,9.18,0.1522864,0.0883785,0.06523311,0.09443285
489,1997,37.60545,-110.0389,8.04,9.18,9.18,0.1522864,0.0883785,0.06523311,0.09443285
490,1998,37.60545,-110.0389,5.19,5.69,,0.118787,0.07853623,0.05549315,0.1030879
491,1999,37.60545,-110.0389,2.66,14.56,7.29,0.1220798,0.07027303,0.06527669,0.05503273
492,2000,37.60545,-110.0389,5.1,4.78,,0.08286999,0.08531009,0.05349967,0.09869664
493,2001,37.60545,-110.0389,6.24,8.13,3.07,0.1253918,0.09059888,0.05691623,0.05594627
494,2001,37.60545,-110.0389,6.24,8.13,3.07,0.1253918,0.09059888,0.05691623,0.05594627
495,2001,37.60545,-110.0389,6.24,8.13,3.07,0.1253918,0.09059888,0.05691623,0.05594627
496,2001,37.60545,-110.0389,6.24,8.13,6.24,0.1253918,0.09059888,0.05691623,0.05594627
497,2001,37.60545,-110.0389,6.24,8.13,6.24,0.1253918,0.09059888,0.05691623,0.05594627
498,2001,37.60545,-110.0389,6.24,8.13,6.24,0.1253918,0.09059888,0.05691623,0.05594627
499,2001,37.60545,-110.0389,6.24,8.13,8.13,0.1253918,0.09059888,0.05691623,0.05594627
500,2001,37.60545,-110.0389,6.24,8.13,8.13,0.1253918,0.09059888,0.05691623,0.05594627
501,2001,37.60545,-110.0389,6.24,8.13,8.13,0.1253918,0.09059888,0.05691623,0.05594627
502,2002,37.60545,-110.0389,2.21,3.0,,0.08089389,0.05393941,0.05290248,0.0925932
503,2003,37.60545,-110.0389,5.99,5.4,4.07,0.07632484,0.08977162,0.05461338,0.0888972
504,2004,37.60545,-110.0389,6.1,2.76,,0.1169938,0.08298966,0.05343126,0.1230675
505,2005,37.60545,-110.0389,13.1,8.14,13.1,0.1546971,0.08591565,0.0578883,0.07659945
506,2005,37.60545,-110.0389,13.1,8.14,13.1,0.1546971,0.08591565,0.0578883,0.07659945
507,2005,37.60545,-110.0389,13.1,8.14,13.1,0.1546971,0.08591565,0.0578883,0.07659945
508,2005,37.60545,-110.0389,13.1,8.14,7.71,0.1546971,0.08591565,0.0578883,0.07659945
509,2005,37.60545,-110.0389,13.1,8.14,7.71,0.1546971,0.08591565,0.0578883,0.07659945
510,2005,37.60545,-110.0389,13.1,8.14,7.71,0.1546971,0.08591565,0.0578883,0.07659945
511,2005,37.60545,-110.0389,13.1,8.14,8.14,0.1546971,0.08591565,0.0578883,0.07659945
512,2005,37.60545,-110.0389,13.1,8.14,8.14,0.1546971,0.08591565,0.0578883,0.07659945
513,2005,37.60545,-110.0389,13.1,8.14,8.14,0.1546971,0.08591565,0.0578883,0.07659945
514,2006,37.60545,-110.0389,1.83,7.13,,0.06017088,0.08886818,0.05478685,0.1133241
515,2007,37.60545,-110.0389,3.39,7.59,7.59,0.08093199,0.0583993,0.05611821,0.07202228
516,2007,37.60545,-110.0389,3.39,7.59,7.59,0.08093199,0.0583993,0.05611821,0.07202228
517,2007,37.60545,-110.0389,3.39,7.59,4.93,0.08093199,0.0583993,0.05611821,0.07202228
518,2007,37.60545,-110.0389,3.39,7.59,4.93,0.08093199,0.0583993,0.05611821,0.07202228
519,2008,37.60545,-110.0389,13.12,6.65,,0.1457126,0.08490532,0.0563108,0.05937043
520,2009,37.60545,-110.0389,5.99,2.48,5.99,0.1356524,0.0749795,0.05324315,0.0592517
521,2009,37.60545,-110.0389,5.99,2.48,5.99,0.1356524,0.0749795,0.05324315,0.0592517
522,2009,37.60545,-110.0389,5.99,2.48,4.08,0.1356524,0.0749795,0.05324315,0.0592517
523,2009,37.60545,-110.0389,5.99,2.48,4.08,0.1356524,0.0749795,0.05324315,0.0592517
524,2010,37.60545,-110.0389,12.04,9.85,,0.07307676,0.09235216,0.0638218,0.07156936
525,2011,37.60545,-110.0389,5.5,5.66,6.08,0.1027235,0.07221332,0.0540217,0.0722763
526,2011,37.60545,-110.0389,5.5,5.66,6.08,0.1027235,0.07221332,0.0540217,0.0722763
527,2011,37.60545,-110.0389,5.5,5.66,5.66,0.1027235,0.07221332,0.0540217,0.0722763
528,2011,37.60545,-110.0389,5.5,5.66,5.66,0.1027235,0.07221332,0.0540217,0.0722763
529,2012,37.60545,-110.0389,5.47,6.7,,0.1056402,0.07061548,0.05812822,0.06159842
530,2013,37.60545,-110.0389,7.25,7.91,7.25,0.1106599,0.07222216,0.05939346,0.110917
531,2013,37.60545,-110.0389,7.25,7.91,7.25,0.1106599,0.07222216,0.05939346,0.110917
532,2013,37.60545,-110.0389,7.25,7.91,15.4,0.1106599,0.07222216,0.05939346,0.110917
533,2013,37.60545,-110.0389,7.25,7.91,15.4,0.1106599,0.07222216,0.05939346,0.110917
534,2014,37.60545,-110.0389,3.92,6.9,,0.1230986,0.06681064,0.05677004,0.07799115
535,2015,37.60545,-110.0389,7.25,13.03,7.23,0.1056638,0.08469419,0.06372582,0.1129855
536,2015,37.60545,-110.0389,7.25,13.03,7.23,0.1056638,0.08469419,0.06372582,0.1129855
537,2015,37.60545,-110.0389,7.25,13.03,13.03,0.1056638,0.08469419,0.06372582,0.1129855
538,2015,37.60545,-110.0389,7.25,13.03,13.03,0.1056638,0.08469419,0.06372582,0.1129855
539,2016,37.60545,-110.0389,6.89,6.91,,0.1232756,0.07741841,0.05687999,0.06050442
540,2017,37.60545,-110.0389,9.64,6.1,2.8,0.1293907,0.07502372,0.05491082,0.05560187
541,2017,37.60545,-110.0389,9.64,6.1,2.8,0.1293907,0.07502372,0.05491082,0.05560187
542,2017,37.60545,-110.0389,9.64,6.1,9.64,0.1293907,0.07502372,0.05491082,0.05560187
543,2017,37.60545,-110.0389,9.64,6.1,9.64,0.1293907,0.07502372,0.05491082,0.05560187
544,2018,37.60545,-110.0389,2.67,4.48,,0.05976376,0.05487627,0.05398198,0.1029673
545,1980,37.59621,-110.0386,,,,0.1272388,0.1160541,0.0523063,0.062471
546,1980,37.59621,-110.0386,13.79,2.69,2.69,,,,
547,1981,37.59621,-110.0386,,,,0.06640946,0.06895858,0.05308096,0.09438718
548,1981,37.59621,-110.0386,2.25,9.39,2.25,,,,
549,1982,37.59621,-110.0386,,,,0.1155657,0.08987675,0.05543843,0.07433272
550,1982,37.59621,-110.0386,4.12,9.5,9.83,,,,
551,1982,37.59621,-110.0386,4.12,9.5,9.83,,,,
552,1982,37.59621,-110.0386,4.12,9.5,5.1,,,,
553,1982,37.59621,-110.0386,4.12,9.5,5.1,,,,
554,1983,37.59621,-110.0386,,,,0.1237081,0.1215627,0.05431784,0.07755069
555,1983,37.59621,-110.0386,7.09,10.22,7.09,,,,
556,1984,37.59621,-110.0386,,,,0.11391,0.09514394,0.05349245,0.07636749
557,1984,37.59621,-110.0386,4.77,9.49,9.49,,,,
558,1985,37.59621,-110.0386,,,,0.1150192,0.1227709,0.0536293,0.1165322
559,1985,37.59621,-110.0386,7.66,4.81,,,,,
560,1986,37.59621,-110.0386,,,,0.140807,0.09323353,0.05427287,0.1083084
561,1986,37.59621,-110.0386,2.19,9.85,6.45,,,,
562,1986,37.59621,-110.0386,2.19,9.85,6.45,,,,
563,1986,37.59621,-110.0386,2.19,9.85,12.99,,,,
564,1986,37.59621,-110.0386,2.19,9.85,12.99,,,,
565,1987,37.59621,-110.0386,,,,0.1496618,0.1113822,0.05773882,0.09162535
566,1987,37.59621,-110.0386,6.03,11.04,6.03,,,,
567,1988,37.59621,-110.0386,,,,0.1407245,0.1057696,0.05280864,0.05878959
568,1988,37.59621,-110.0386,5.44,7.98,7.98,,,,
569,1989,37.59621,-110.0386,,,,0.06133522,0.06832405,0.05381319,0.05220289
570,1989,37.59621,-110.0386,5.13,6.69,,,,,
571,1990,37.59621,-110.0386,,,,0.05480716,0.05818785,0.05229323,0.08266407
572,1990,37.59621,-110.0386,3.52,5.41,10.82,,,,
573,1990,37.59621,-110.0386,3.52,5.41,10.82,,,,
574,1990,37.59621,-110.0386,3.52,5.41,4.63,,,,
575,1990,37.59621,-110.0386,3.52,5.41,4.63,,,,
576,1991,37.59621,-110.0386,,,,0.09517292,0.09879966,0.05257609,0.07770788
577,1991,37.59621,-110.0386,4.85,6.39,4.85,,,,
578,1992,37.59621,-110.0386,,,,0.1253425,0.1102796,0.05260247,0.0672587
579,1992,37.59621,-110.0386,6.39,5.95,5.95,,,,
580,1993,37.59621,-110.0386,,,,0.1156919,0.1124478,0.05319239,0.07718159
581,1993,37.59621,-110.0386,13.81,5.55,,,,,
582,1994,37.59621,-110.0386,,,,0.08659583,0.0638158,0.05155433,0.06763013
583,1994,37.59621,-110.0386,3.23,2.56,9.12,,,,
584,1994,37.59621,-110.0386,3.23,2.56,9.12,,,,
585,1994,37.59621,-110.0386,3.23,2.56,6.77,,,,
586,1994,37.59621,-110.0386,3.23,2.56,6.77,,,,
587,1995,37.59621,-110.0386,,,,0.1218835,0.1061336,0.05273022,0.05292769
588,1995,37.59621,-110.0386,7.22,6.76,,,,,
589,1996,37.59621,-110.0386,,,,0.058714,0.05386326,0.05209082,0.08882465
590,1996,37.59621,-110.0386,2.93,4.72,4.72,,,,
591,1997,37.59621,-110.0386,,,,0.1478525,0.1062525,0.05800702,0.07835565
592,1997,37.59621,-110.0386,8.04,9.18,,,,,
593,1998,37.59621,-110.0386,,,,0.1042795,0.08186938,0.05302027,0.09374861
594,1998,37.59621,-110.0386,5.19,5.69,11.95,,,,
595,1998,37.59621,-110.0386,5.19,5.69,11.95,,,,
596,1998,37.59621,-110.0386,5.19,5.69,5.57,,,,
597,1998,37.59621,-110.0386,5.19,5.69,5.57,,,,
598,1999,37.59621,-110.0386,,,,0.1420611,0.09116728,0.05810694,0.0529935
599,1999,37.59621,-110.0386,2.66,14.56,,,,,
600,2000,37.59621,-110.0386,,,,0.07342547,0.07710637,0.05184103,0.08629795
601,2000,37.59621,-110.0386,5.1,4.78,4.78,,,,
602,2000,37.59621,-110.0386,5.1,4.78,4.78,,,,
603,2000,37.59621,-110.0386,5.1,4.78,5.1,,,,
604,2000,37.59621,-110.0386,5.1,4.78,5.1,,,,
605,2001,37.59621,-110.0386,,,,0.1307213,0.1068567,0.05378182,0.05323579
606,2001,37.59621,-110.0386,6.24,8.13,,,,,
607,2002,37.59621,-110.0386,,,,0.07046766,0.05390273,0.05156591,0.09434627
608,2002,37.59621,-110.0386,2.21,3.0,10.9,,,,
609,2002,37.59621,-110.0386,2.21,3.0,10.9,,,,
610,2002,37.59621,-110.0386,2.21,3.0,1.76,,,,
611,2002,37.59621,-110.0386,2.21,3.0,1.76,,,,
612,2003,37.59621,-110.0386,,,,0.09581779,0.09918862,0.05249096,0.08740873
613,2003,37.59621,-110.0386,5.99,5.4,,,,,
614,2004,37.59621,-110.0386,,,,0.1081484,0.09258144,0.05179446,0.1073203
615,2004,37.59621,-110.0386,6.1,2.76,6.1,,,,
616,2004,37.59621,-110.0386,6.1,2.76,6.1,,,,
617,2004,37.59621,-110.0386,6.1,2.76,2.76,,,,
618,2004,37.59621,-110.0386,6.1,2.76,2.76,,,,
619,2005,37.59621,-110.0386,,,,0.1567055,0.1068681,0.05428129,0.06691939
620,2005,37.59621,-110.0386,13.1,8.14,,,,,
621,2006,37.59621,-110.0386,,,,0.0636491,0.07280496,0.05254927,0.1163708
622,2006,37.59621,-110.0386,1.83,7.13,6.83,,,,
623,2006,37.59621,-110.0386,1.83,7.13,6.83,,,,
624,2006,37.59621,-110.0386,1.83,7.13,16.25,,,,
625,2006,37.59621,-110.0386,1.83,7.13,16.25,,,,
626,2007,37.59621,-110.0386,,,,0.1205155,0.07848603,0.05334178,0.06414236
627,2007,37.59621,-110.0386,3.39,7.59,,,,,
628,2008,37.59621,-110.0386,,,,0.1217995,0.1040147,0.05329298,0.05526078
629,2008,37.59621,-110.0386,13.12,6.65,13.12,,,,
630,2008,37.59621,-110.0386,13.12,6.65,13.12,,,,
631,2008,37.59621,-110.0386,13.12,6.65,6.65,,,,
632,2008,37.59621,-110.0386,13.12,6.65,6.65,,,,
633,2009,37.59621,-110.0386,,,,0.105566,0.08154641,0.05170393,0.05553177
634,2009,37.59621,-110.0386,5.99,2.48,,,,,
635,2010,37.59621,-110.0386,,,,0.06438791,0.1041951,0.05737837,0.06445668
636,2010,37.59621,-110.0386,12.04,9.85,6.58,,,,
637,2010,37.59621,-110.0386,12.04,9.85,6.58,,,,
638,2010,37.59621,-110.0386,12.04,9.85,4.29,,,,
639,2010,37.59621,-110.0386,12.04,9.85,4.29,,,,
640,2011,37.59621,-110.0386,,,,0.09055027,0.07456121,0.05210475,0.06388147
641,2011,37.59621,-110.0386,5.5,5.66,,,,,
642,2012,37.59621,-110.0386,,,,0.09119178,0.07114269,0.05418062,0.05732118
643,2012,37.59621,-110.0386,5.47,6.7,6.7,,,,
644,2012,37.59621,-110.0386,5.47,6.7,6.7,,,,
645,2012,37.59621,-110.0386,5.47,6.7,5.47,,,,
646,2012,37.59621,-110.0386,5.47,6.7,5.47,,,,
647,2013,37.59621,-110.0386,,,,0.09664317,0.08425053,0.05488889,0.1282773
648,2013,37.59621,-110.0386,7.25,7.91,,,,,
649,2014,37.59621,-110.0386,,,,0.143406,0.0920978,0.05366964,0.06827052
650,2014,37.59621,-110.0386,3.92,6.9,3.59,,,,
651,2014,37.59621,-110.0386,3.92,6.9,3.59,,,,
652,2014,37.59621,-110.0386,3.92,6.9,7.11,,,,
653,2014,37.59621,-110.0386,3.92,6.9,7.11,,,,
654,2015,37.59621,-110.0386,,,,0.09174092,0.09146529,0.05710299,0.09514014
655,2015,37.59621,-110.0386,7.25,13.03,,,,,
656,2016,37.59621,-110.0386,,,,0.1326115,0.09931874,0.05369198,0.05619453
657,2016,37.59621,-110.0386,6.89,6.91,6.91,,,,
658,2016,37.59621,-110.0386,6.89,6.91,6.91,,,,
659,2016,37.59621,-110.0386,6.89,6.91,6.89,,,,
660,2016,37.59621,-110.0386,6.89,6.91,6.89,,,,
661,2017,37.59621,-110.0386,,,,0.1092395,0.09516455,0.05263454,0.0532682
662,2017,37.59621,-110.0386,9.64,6.1,,,,,
663,2018,37.59621,-110.0386,,,,0.05780261,0.05353634,0.05213233,0.1070232
664,2018,37.59621,-110.0386,2.67,4.48,2.92,,,,
665,2018,37.59621,-110.0386,2.67,4.48,2.92,,,,
666,2018,37.59621,-110.0386,2.67,4.48,10.7,,,,
667,2018,37.59621,-110.0386,2.67,4.48,10.7,,,,
668,1980,37.60202,-110.0376,,,,0.1235719,0.08738147,0.04800624,0.06152985
669,1980,37.60202,-110.0376,13.79,2.69,13.79,,,,
670,1981,37.60202,-110.0376,,,,0.05486365,0.06816883,0.04935783,0.0956901
671,1981,37.60202,-110.0376,2.25,9.39,11.75,,,,
672,1981,37.60202,-110.0376,2.25,9.39,11.75,,,,
673,1981,37.60202,-110.0376,2.25,9.39,9.81,,,,
674,1981,37.60202,-110.0376,2.25,9.39,9.81,,,,
675,1982,37.60202,-110.0376,,,,0.08979488,0.05575542,0.05395579,0.07973014
676,1982,37.60202,-110.0376,4.12,9.5,,,,,
677,1983,37.60202,-110.0376,,,,0.1328745,0.098925,0.0518898,0.08495956
678,1983,37.60202,-110.0376,7.09,10.22,10.22,,,,
679,1984,37.60202,-110.0376,,,,0.1233576,0.05832802,0.05027709,0.08252167
680,1984,37.60202,-110.0376,4.77,9.49,4.77,,,,
681,1985,37.60202,-110.0376,,,,0.1223227,0.09715538,0.05071917,0.1082804
682,1985,37.60202,-110.0376,7.66,4.81,9.98,,,,
683,1985,37.60202,-110.0376,7.66,4.81,9.98,,,,
684,1985,37.60202,-110.0376,7.66,4.81,16.19,,,,
685,1985,37.60202,-110.0376,7.66,4.81,16.19,,,,
686,1986,37.60202,-110.0376,,,,0.1005568,0.0574383,0.05191713,0.1146925
687,1986,37.60202,-110.0376,2.19,9.85,,,,,
688,1987,37.60202,-110.0376,,,,0.1165042,0.07374239,0.05839705,0.08873123
689,1987,37.60202,-110.0376,6.03,11.04,11.04,,,,
690,1988,37.60202,-110.0376,,,,0.09971238,0.06671965,0.0489528,0.05733658
691,1988,37.60202,-110.0376,5.44,7.98,5.44,,,,
692,1989,37.60202,-110.0376,,,,0.05592695,0.05603561,0.05101837,0.04736895
693,1989,37.60202,-110.0376,5.13,6.69,2.32,,,,
694,1989,37.60202,-110.0376,5.13,6.69,2.32,,,,
695,1989,37.60202,-110.0376,5.13,6.69,1.81,,,,
696,1989,37.60202,-110.0376,5.13,6.69,1.81,,,,
697,1990,37.60202,-110.0376,,,,0.04972292,0.04998189,0.04818327,0.08566246
698,1990,37.60202,-110.0376,3.52,5.41,,,,,
699,1991,37.60202,-110.0376,,,,0.07226527,0.06613906,0.04848629,0.08362797
700,1991,37.60202,-110.0376,4.85,6.39,6.39,,,,
701,1992,37.60202,-110.0376,,,,0.1030647,0.08515509,0.04859616,0.07110685
702,1992,37.60202,-110.0376,6.39,5.95,6.39,,,,
